m1,m2,nested,nested_sd,plain,w1,w2,Temp,eps,test_p4,seg_oof,f1,f2,f3,f4,f5,delta_vs_prod,p4_gap
lcmnl3_drift,xgb_lw2bag,1.12933199508216,0.014507382008924,1.12879879336724,0.42978545105611,0.57021454894389,0.971171633505682,0.000111309461849183,0.251601223256876,1.19714235095161,1.14313919578352,1.10959497068376,1.1216253446225,1.14354274298837,1.12875772133264,0.00114253972378675,0.0149087767431245
lcmnl3_tilt,xgb_lw3,1.12937766202128,0.0172422687891893,1.12894323089375,0.498631759346642,0.501368240653358,0.960299770459278,0.00513391626731918,0.214235135859463,1.1947226008496,1.149445306479,1.10577456101943,1.12107632566407,1.14201913747637,1.12857297946752,0.00118820666290809,0.0522748641405375
lcmnl3_sm,xgb_lw2,1.12941193650046,0.01465678814696,1.12878968968462,0.532794999079043,0.467205000920957,0.968954681234984,0.0133119455670891,0.247127701273836,1.19497320672799,1.14524083143065,1.11315858799325,1.11844766838662,1.14403641035144,1.12617618434035,0.00122248114209089,0.0193822987261638
lcmnl3b,xgb_lw2fr10,1.12955684802924,0.0145678479331805,1.1289289714741,0.388659091665127,0.611340908334873,0.97468345987595,0.00479076546203495,0.255823882056863,1.19837876589549,1.14338069918602,1.10919778876659,1.12218881821938,1.14330408113163,1.12971285284259,0.00136739267087038,0.0106861179431368
lcmnl3_both,xgb_monor,1.12956788663331,0.014760729361382,1.12894309020368,0.533644226720384,0.466355773279616,0.982862616903365,0.00491497170218895,0.246841692806389,1.19499508940081,1.14589074118589,1.11313486513833,1.1194853894711,1.1441887868942,1.12513965047702,0.00137843127493631,0.0196683071936112
lcmnl3_tilt,xgb_monor,1.1296230713622,0.0147179886153245,1.12902041947966,0.53102886781295,0.46897113218705,0.990433021687992,3.46365845989874e-05,0.246845252555869,1.19500750378644,1.14582482788788,1.1133710693232,1.119523252569,1.14435040967413,1.12504579735679,0.00143361600383063,0.0196647474441308
lcmnl4,xgb_lw2fr10,1.12963577670979,0.0138033875716265,1.12909555973935,0.379852300831655,0.620147699168345,0.978241011618555,7.00243891533111e-05,0.25522940682104,1.20001138308992,1.14279330324604,1.10977529214981,1.12267106183863,1.14160112306579,1.1313381032487,0.00144632135142109,0.0112805931789596
lcmnl3_sm,xgb_lw3,1.12967415687542,0.0171678730105966,1.12920676419194,0.501478060458042,0.498521939541958,0.957467263634147,0.00551994708985098,0.215218415489759,1.19491585004611,1.14960865232188,1.10614140780975,1.12142814354322,1.14229065372102,1.12890192698125,0.00148470151705293,0.0512915845102407
lcmnl3p,xgb_lw2bag,1.12972584172745,0.0143300886154125,1.12922570197209,0.415198915901106,0.584801084098895,0.968713392428898,0.000299729759047492,0.250694989152142,1.19739233139311,1.14279719412099,1.11005536628349,1.12243858386452,1.14422211058695,1.12911595378132,0.00153638636908249,0.0158150108478584
lcmnl3b,xgb_lw2fr,1.12976624564636,0.0145189534572853,1.12911507017946,0.396447250052698,0.603552749947302,0.97444340514618,0.00508133962415037,0.254554312879981,1.19801966319548,1.14374965364214,1.10928795499888,1.12294716820623,1.14324866952994,1.12959778185464,0.00157679028799218,0.011955687120019
lcmnl,xgb_lw2bag,1.12978027475717,0.0144179597999292,1.12926658398946,0.413262201457211,0.586737798542789,0.962875353265735,0.00461487971994993,0.250661453051922,1.19753593750613,1.14302922423104,1.11001048462968,1.12239693344826,1.14428068106094,1.12918405041593,0.00159081939879924,0.0158485469480785
